S NO,"APPLN
NO","AGGR
MARK",RANK,"COMMU
NITY","COLLEGE
CODE","BRANCH
CODE","ALLOTTED
CATEGORY",CLG NM,BRNCH
19601,210332,172.43,31461,BC,1210,CB,OC,"Panimalar Engg Clge, Nazarethpet, Poonamallee, CHN 602103",Computer Science and Business System
19602,281027,172.43,31462,BC,2718,MZ,BC,"Sri Krishna Clge of Enginering and Tech (Aut), Kuniamuthur, Coimbatore DT 641008",Metallurgical Engg. (SS)
19603,201339,172.415,31464,MBC,1013,CS,MBC,"University Clg of Engg, Villupuram, Kakuppam, Villupuram DT 605103",Computer Science and Engg
19604,205210,172.405,31466,BC,3464,CS,BC,"Government Clg of Engg, Gandarvakottai Road, Sengipatti, Thanjavur DT 613402",Computer Science and Engg
19605,397262,172.385,31469,BCM,2006,CN,BCM,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Civil Engg (SS)
19606,285206,172.38,31470,MBC,2761,RM,OC,"United Institute of Technology, Gadalore Village, Perianaickenpalayam, Coimbatore Dt 641020",Robotics and Automation
19607,302872,172.36,31472,MBC,2726,EC,OC,"SNS Clge of Tech (Aut), Kalappatti Post, Coimbatore DT 641035",Electronics and Communication Engg
19608,364420,172.35,31475,BC,2727,CS,BC,"Sri Shakthi Institute of Engg and Tech (Aut), L&T Bye-Pass, Venkitapuram Post, Coimbatore DT 641062",Computer Science and Engg
19609,279608,172.35,31477,BC,4,RP,BC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Rubber and Plastic Tech.
19610,278290,172.35,31479,SC,4974,EC,SC,"Government Clg of Engg, Tirunelveli DT 627007",Electronics and Communication Engg
19611,324201,172.34,31480,SC,2718,CS,SC,"Sri Krishna Clge of Enginering and Tech (Aut), Kuniamuthur, Coimbatore DT 641008",Computer Science and Engg
19612,380945,172.33,31484,BC,1211,BM,BC,"Rajalakshmi Engg Clge (Aut), Thandalam, Sriperumpudur TK, Kancheepuram DT 602105",Bio­ Medical Engg
19613,339163,172.33,31487,BC,1013,CS,BC,"University Clg of Engg, Villupuram, Kakuppam, Villupuram DT 605103",Computer Science and Engg
19614,368069,172.325,31490,BC,1140,EC,OC,"Jeppiaar Inst of Tech, Kunnam Village, Sriperumpudur TK, Kancheepuram DT 631604",Electronics and Communication Engg
19615,335409,172.32,31491,MBC,1516,EE,OC,"Thanthai Periyar Government Inst of Tech , Bagayam, Vellore DT 632002",Electrical and Electronics Engg
19616,253387,172.305,31494,MBC,1210,CS,MBC,"Panimalar Engg Clge, Nazarethpet, Poonamallee, CHN 602103",Computer Science and Engg
19617,296348,172.295,31496,BCM,1422,IT,BCM,"SRM Valliammai Engg Clge (Aut), Kattankulathur, CHN 603203",Information Tech
19618,371234,172.295,31497,ST,4,EI,ST,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Electronics and Instrumentation Engg
19619,350481,172.265,31501,MBC,2618,BM,OC,"Sona Clge of Tech (Aut), Suramangalam Post, Salem DT 636005",Bio­ Medical Engg
19620,253463,172.265,31502,MBC,2706,CS,MBC,"Dr. Mahalingam Clg of Engg and Tech (Aut), Mackinaickenpatti Post, Pollachi TK, Coimbatore DT",Computer Science and Engg
19621,390777,172.25,31503,BC,3819,EC,OC,"Saranathan Clg of Engg, Panjappur, Tiruchirappalli DT 620012",Electronics and Communication Engg
19622,217893,172.245,31504,BC,1216,EC,OC,"Saveetha Engg Clge (Aut), Thandalam, Sriperumpudur TK, Kancheepuram DT 602105",Electronics and Communication Engg
19623,328979,172.24,31505,BC,2006,FY,BC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Fashion Tech (SS)
19624,262952,172.24,31506,BC,1137,CS,OC,"Annai Mira Clg of Engg and Tech, Arcot Road, Arappakkam Village, Walaja Taulk, Vellore DT 632 517",Computer Science and Engg
19625,238996,172.24,31507,SC,2,PM,SC,"Anna Univ - ACT Campus, Sardar Patel Road, Guindy, CHN 600 025",Pharmaceutical Tech (SS)
19626,369084,172.23,31509,BC,3846,CE,OC,"Mother Terasa Clg of Engg and Tech, Mettusalai Post and TK, Pudukkottai DT 622102",Civil Engg
19627,409586,172.22,31510,MBC,2710,EC,MBC,"Karpagam Clg of Engg (Aut), Othakkalmandapam, Coimbatore DT 641032",Electronics and Communication Engg
19628,281775,172.22,31511,BC,2603,ME,OC,"Government Clg of Engg (Aut), Bargur, Krishnagiri DT 635104",Mechanical Engg
19629,266031,172.22,31512,BC,2609,IT,OC,"Mahendra Engg Clge (Aut), Mahendhirapuri, Mallasamudram, Namakkal DT 637503",Information Tech
19630,253389,172.21,31514,BC,3011,EC,OC,"University Clg of Engg,BIT Campus,Anna university ,Tiruchirappalli DT 620024",Electronics and Communication Engg
19631,368322,172.21,31516,SC,1307,IT,OC,"Jerusalem Clg of Engg (Aut), Narayanapuram, Pallikaranai, CHN 600 100",Information Tech
19632,283396,172.205,31518,BC,3819,EC,OC,"Saranathan Clg of Engg, Panjappur, Tiruchirappalli DT 620012",Electronics and Communication Engg
19633,258559,172.185,31519A,BC,4024,EC,OC,"University V.O.C. Clg of Engg, Thoothukudi, Near V.O.C. Clge, Millerpuram, Thoothukudi DT 628008",Electronics and Communication Engg
19634,411658,172.175,31521,MBC,1414,CS,MBC,"Prince Shri Venkateshwara Padmavathy Enginering Clge, Ponmar, CHN 600048",Computer Science and Engg
19635,344401,172.16,31523,BC,1128,AD,BC,"R M K Clg of Engg and Tech, Puduvoyal, Gummidipoondi TK, Thiruvallur DT 601206",Artificial Intelligence and Data Science
19636,343347,172.155,31524,MBC,3805,IT,OC,"Dhanalakshmi Srinivasan Engg Clge, Thuraiyur Road, Perambalur DT 621212",Information Tech
19637,357713,172.145,31527,BC,2719,EE,BC,"Sri Ramakrishna Engg Clge (Aut), Vattamalaipalayam, Coimbatore DT 641022",Electrical and Electronics Engg
19638,351878,172.14,31528,MBC,1118,AD,OC,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engg Clge (Aut), Avadi-Alamathi Road, CHN 600 062",Artificial Intelligence and Data Science
19639,328708,172.13,31529,SC,1442,AD,OC,"Prince Dr. K Vasudevan Clg of Engg and Tech, Medavakkam-Mambakkam Road, Ponmar, CHN 600048",Artificial Intelligence and Data Science
19640,359818,172.12,31533,MBC,2615,ME,MBC,"Government Clg of Engg (Aut), Karuppur, Salem DT 636011",Mechanical Engg
19641,308941,172.11,31537,SC,2603,CS,SC,"Government Clg of Engg (Aut), Bargur, Krishnagiri DT 635104",Computer Science and Engg
19642,265055,172.1,31539,MBC,1110,IT,OC,"Prathyusha Engg Clge, Aranvoyalkuppam, Thiruvallur DT 602025",Information Tech
19643,364746,172.095,31540,MBC,1120,CS,MBC,"Velammal Engg Clge (Aut), Ambattur-Redhills Road, CHN 600066",Computer Science and Engg
19644,208575,172.085,31541,BC,1014,IT,OC,"University Clg of Engg, Tindivanam, Melpakkam, Tindivanam, Villupuram DT 604001",Information Tech
19645,293028,172.085,31544,MBC,1210,CS,MBC,"Panimalar Engg Clge, Nazarethpet, Poonamallee, CHN 602103",Computer Science and Engg
19646,322622,172.075,31545,BC,4944,CS,OC,"Arunachala Clg of Engg for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari DT 629203",Computer Science and Engg
19647,331781,172.075,31546,MBC,2615,CE,OC,"Government Clg of Engg (Aut), Karuppur, Salem DT 636011",Civil Engg
19648,243763,172.05,31549,SC,1311,CS,SC,"K C G Clge of Tech, Karappakkam, CHN 600096",Computer Science and Engg
19649,208350,172.045,31550,SCA,2025,AD,SCA,"Anna University Regional Campus - Coimbatore, Maruthamalai Main Road,, Somayampalayam,",Artificial Intelligence and Data Science
19650,265166,172.045,31551,BC,2718,MZ,BC,"Sri Krishna Clge of Enginering and Tech (Aut), Kuniamuthur, Coimbatore DT 641008",Metallurgical Engg. (SS)
19651,349727,172.035,31555,BC,3464,EC,OC,"Government Clg of Engg, Gandarvakottai Road, Sengipatti, Thanjavur DT 613402",Electronics and Communication Engg
19652,259365,172.02,31556,SC,2711,IT,SC,"Kongu Engg Clge (Aut), Perundurai, Erode DT 638052",Information Tech
19653,384541,172.01,31557,SC,2007,ME,SC,"Coimbatore Inst of Tech (Aut), Civil Aerodrome Post, Coimbatore DT 641014",Mechanical Engg
19654,275194,172.01,31558,BC,4676,CS,OC,"Renganayagi Varatharaj Clg of Engg, Salvarpatti, Sivakasi, Virudhunagar DT 626128",Computer Science and Engg
19655,300580,172.01,31559,BC,1118,BM,OC,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engg Clge (Aut), Avadi-Alamathi Road, CHN 600 062",Bio­ Medical Engg
19656,408359,172.01,31560,BC,1015,CS,OC,"University Clg of Engg, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai DT 632326",Computer Science and Engg
19657,292584,172,31563,MBC,4960,ME,OC,"Mepco Schlenk Engg Clge (Aut), Sivakasi, Virudhunagar DT 626005",Mechanical Engg
19658,223946,172,31564,BC,4959,CS,OC,"Kamaraj Clg of Engg and Tech, Virudhunagar DT 626001",Computer Science and Engg
19659,257029,172,31565,MBC,2710,TS,MBC,"Karpagam Clg of Engg (Aut), Othakkalmandapam, Coimbatore DT 641032",Computer science and Tech
19660,324657,172,31566,BC,1128,AD,BC,"R M K Clg of Engg and Tech, Puduvoyal, Gummidipoondi TK, Thiruvallur DT 601206",Artificial Intelligence and Data Science
19661,308108,172,31567,MBC,2618,EC,MBC,"Sona Clge of Tech (Aut), Suramangalam Post, Salem DT 636005",Electronics and Communication Engg
19662,215620,172,31568,MBC,2719,EC,MBC,"Sri Ramakrishna Engg Clge (Aut), Vattamalaipalayam, Coimbatore DT 641022",Electronics and Communication Engg
19663,402940,172,31569,MBC,2739,AD,MBC,"Sri Eshwar Clg of Engg (Aut), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore DT 641202",Artificial Intelligence and Data Science
19664,295422,172,31571,BC,1122,AD,OC,"Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engg Clge, Avadi-Alamathi Road, CHN 600 062",Artificial Intelligence and Data Science
19665,359345,172,31574,OC,2735,AD,OC,"Karpagam Inst of Tech, Seerapalayam Village, L&T By pass Road, Coimbatore DT 641021",Artificial Intelligence and Data Science
19666,275989,172,31575,OC,4974,CE,OC,"Government Clg of Engg, Tirunelveli DT 627007",Civil Engg
19667,303637,172,31576,BC,1316,EC,OC,"Agni Clge of Tech, Old Mahabalipuram Road (OMR), Thalambur Village, Kancheepuram DT 603103",Electronics and Communication Engg
19668,231930,172,31577,MBC,2708,CS,OC,"Hindusthan Clg of Engg and Tech (Aut), Othakkalmandapam Post, Coimbatore DT 641032",Computer Science and Engg
19669,210521,172,31578,BC,4678,IT,OC,"Ramco Inst of Tech, North venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar DT 626117",Information Tech
19670,204671,172,31579,BCM,1112,CS,BCM,"R M D Engg Clge, Kavaraipettai, Gummidipoondi, Thiruvallur DT 601206",Computer Science and Engg
19671,296090,172,31582,MBC,2751,IT,OC,"KGISL Inst of Tech, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore DT 641035",Information Tech
19672,396215,172,31583,BC,1210,CB,OC,"Panimalar Engg Clge, Nazarethpet, Poonamallee, CHN 602103",Computer Science and Business System
19673,323136,172,31584,BC,4670,CS,OC,"Rohini Clg of Engg & Tech, Anjugramam-Kanyakumari Main Road, Palkulam, Variyoor Post, Kanyakumari DT",Computer Science and Engg
19674,239414,172,31588,MBC,1015,CS,OC,"University Clg of Engg, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai DT 632326",Computer Science and Engg
19675,293647,172,31590,BC,3830,AD,OC,"K Ramakrishnan Clg of Engg, Kariyamanickam Road, Samayapuram, Manachanallur TK, Tiruchirappalli DT 621112",Artificial Intelligence and Data Science
19676,234735,172,31591,MBC,3425,CS,OC,"C K Clg of Engg and Tech, Chellangkuppam, Cuddalore DT 607003",Computer Science and Engg
19677,331745,172,31592,BC,3011,CS,BC,"University Clg of Engg,BIT Campus,Anna university ,Tiruchirappalli DT 620024",Computer Science and Engg
19678,234582,172,31594,BCM,3011,CS,BCM,"University Clg of Engg,BIT Campus,Anna university ,Tiruchirappalli DT 620024",Computer Science and Engg
19679,402597,172,31597,BC,2608,IT,OC,"M Kumarasamy Clg of Engg (Aut), Thalavapalayam, Karur DT 639113",Information Tech
19680,204214,172,31598,BC,2618,CD,OC,"Sona Clge of Tech (Aut), Suramangalam Post, Salem DT 636005",Chemical and Electro Chemical Engg (SS)
19681,301311,172,31599,BC,2615,ME,BC,"Government Clg of Engg (Aut), Karuppur, Salem DT 636011",Mechanical Engg
19682,202270,172,31600,BC,4955,CS,OC,"Francis Xavier Engg Clge, Vannarpettai, Tirunelveli DT 627003",Computer Science and Engg
19683,215265,172,31601,BC,2712,AU,OC,"Kumaraguru Clge of Tech (Aut), Chinnavedampatti Post, Coimbatore DT 641006",Automobile Engg
19684,311407,172,31602,BC,2718,ME,BC,"Sri Krishna Clge of Enginering and Tech (Aut), Kuniamuthur, Coimbatore DT 641008",Mechanical Engg
19685,396128,172,31603,BC,2704,CS,OC,"Coimbatore Institute of Engg and Technolgoy (Aut), Narasipuram Post, Coimbatore DT 641109",Computer Science and Engg
19686,253208,172,31604,SC,4974,EC,SC,"Government Clg of Engg, Tirunelveli DT 627007",Electronics and Communication Engg
19687,230772,172,31607,BC,2710,ET,OC,"Karpagam Clg of Engg (Aut), Othakkalmandapam, Coimbatore DT 641032",Electronics and Telecommunication Engg.
19688,202025,172,31610,MBC,2601,CS,OC,"Adhiyamaan Clg of Engg (Aut), Hosur, Krishnagiri DT 635109",Computer Science and Engg
19689,241271,172,31612,BC,5910,IT,BC,"P S N A Colllege of Engg and Tech, Dindigul DT 624622",Information Tech
19690,230065,172,31614,MBC,2006,PS,MBC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Production Engg (Sandwich) (SS)
19691,310186,172,31615,SC,2,PM,SC,"Anna Univ - ACT Campus, Sardar Patel Road, Guindy, CHN 600 025",Pharmaceutical Tech (SS)
19692,282523,172,31618,BCM,1101,CS,OC,"Aalim Muhammed Salegh Clg of Engg, Muthapudupet, Avadi IAF, CHN 600055",Computer Science and Engg
19693,318405,172,31619,BC,2025,EE,BC,"Anna University Regional Campus - Coimbatore, Maruthamalai Main Road,, Somayampalayam,",Electrical and Electronics Engg
19694,211700,172,31620,BC,2702,MC,OC,"Bannari Amman Inst of Tech (Aut), Sathyamanagalam, Erode DT 638401",Mechatronics
19695,207899,172,31621,BC,2710,ET,OC,"Karpagam Clg of Engg (Aut), Othakkalmandapam, Coimbatore DT 641032",Electronics and Telecommunication Engg.
19696,227747,172,31622,BC,1118,AD,OC,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engg Clge (Aut), Avadi-Alamathi Road, CHN 600 062",Artificial Intelligence and Data Science
19697,260941,172,31623,BC,4962,AD,BC,"National Engg Clge (Aut), Kovilpatti, Thoothukudi DT 628503",Artificial Intelligence and Data Science
19698,387102,172,31624,MBC,1437,IT,OC,"Rrase College of Engg, Padappai, Kancheepuram  601301",Information Tech
19699,278999,172,31625,BC,2719,CJ,BC,"Sri Ramakrishna Engg Clge (Aut), Vattamalaipalayam, Coimbatore DT 641022",Chemical Engg
19700,332244,172,31626,MBC,1015,CS,OC,"University Clg of Engg, Arni, Arni to Devikapuram Road, Thatchur, Arni, Thiruvannamalai DT 632326",Computer Science and Engg
19701,350140,172,31627,MBC,2764,AM,MBC,"K P R Institute of Engg and Tech, Kollupalayam Village, Arasur Panchayat, Coimbatore DT 641407",Computer Science and Engg (AI and Machine Learning)
19702,259589,172,31628,BC,2718,ME,BC,"Sri Krishna Clge of Enginering and Tech (Aut), Kuniamuthur, Coimbatore DT 641008",Mechanical Engg
19703,251149,172,31629,BC,3464,CS,BC,"Government Clg of Engg, Gandarvakottai Road, Sengipatti, Thanjavur DT 613402",Computer Science and Engg
19704,296775,172,31630,BC,1216,EC,OC,"Saveetha Engg Clge (Aut), Thandalam, Sriperumpudur TK, Kancheepuram DT 602105",Electronics and Communication Engg
19705,365085,172,31631,BC,1306,EC,OC,"Jeppiar Engg Clge, Old Mahabalipuram Road (OMR), CHN 600119",Electronics and Communication Engg
19706,233445,172,31632,BC,4023,CS,BC,"University Clg of Engg, Nagercoil, Nagercoil Industrial Estate, Konam, Kanyakumari DT 629004",Computer Science and Engg
19707,337724,172,31633,BC,3011,CE,OC,"University Clg of Engg,BIT Campus,Anna university ,Tiruchirappalli DT 620024",Civil Engg
19708,270563,172,31636,MBC,3806,IT,OC,"E G S Pillay Engg Clge (Aut), Nagapattinam DT 611002",Information Tech
19709,262611,172,31637,BC,1412,CS,OC,"Mailam Engg Clge, Mailam, Villupuram DT 604304",Computer Science and Engg
19710,290353,172,31638,BC,5910,EC,OC,"P S N A Colllege of Engg and Tech, Dindigul DT 624622",Electronics and Communication Engg
19711,363890,172,31640,MBC,1120,CS,MBC,"Velammal Engg Clge (Aut), Ambattur-Redhills Road, CHN 600066",Computer Science and Engg
19712,373996,172,31641,MBC,1412,CS,OC,"Mailam Engg Clge, Mailam, Villupuram DT 604304",Computer Science and Engg
19713,250148,172,31642,MBC,2704,AD,MBC,"Coimbatore Institute of Engg and Technolgoy (Aut), Narasipuram Post, Coimbatore DT 641109",Artificial Intelligence and Data Science
19714,248440,172,31645,BC,1216,IT,BC,"Saveetha Engg Clge (Aut), Thandalam, Sriperumpudur TK, Kancheepuram DT 602105",Information Tech
19715,253629,172,31646,BC,2725,CS,OC,"Sri Ramakrishna Inst of Tech (Aut), Pachapalayam, Coimbatore DT 641010",Computer Science and Engg
19716,360421,172,31648,BC,1116,CS,OC,"Sri Venkateswara Clg of Engg and Tech, Thirupachur, Thiruvallur DT 631203",Computer Science and Engg
19717,233819,172,31650,BC,2622,AD,OC,"V S B Engg Clge, Kovai Road, Karur DT 639111",Artificial Intelligence and Data Science
19718,299666,172,31652,MBC,1118,IT,OC,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engg Clge (Aut), Avadi-Alamathi Road, CHN 600 062",Information Tech
19719,216399,172,31655,BC,1413,CS,OC,"Sri Venkateswaraa Clge Of Tech, BHB Nagar, Vadakkal Village, Pondur Post, Sriperumbudur TK, Kancheepuram DT",Computer Science and Engg
19720,286481,172,31656,BC,5,CF,OC,"Annamalai University Faculty of Engg and Tech,Annamalai nagar,Cuddalore 608002",Civil Engg
19721,331617,172,31658,BC,2727,FD,OC,"Sri Shakthi Institute of Engg and Tech (Aut), L&T Bye-Pass, Venkitapuram Post, Coimbatore DT 641062",Food Tech
19722,290133,172,31661,BC,1316,AO,OC,"Agni Clge of Tech, Old Mahabalipuram Road (OMR), Thalambur Village, Kancheepuram DT 603103",Aerospace Engg
19723,208035,172,31662,OC,1216,EC,OC,"Saveetha Engg Clge (Aut), Thandalam, Sriperumpudur TK, Kancheepuram DT 602105",Electronics and Communication Engg
19724,332533,172,31663,BC,2702,MC,OC,"Bannari Amman Inst of Tech (Aut), Sathyamanagalam, Erode DT 638401",Mechatronics
19725,379828,172,31665,SC,1411,CS,OC,"Madha Engg Clge, Kundrathur, CHN 600069",Computer Science and Engg
19726,324388,172,31667,BC,1216,EC,OC,"Saveetha Engg Clge (Aut), Thandalam, Sriperumpudur TK, Kancheepuram DT 602105",Electronics and Communication Engg
19727,251006,172,31669,MBC,1307,CS,OC,"Jerusalem Clg of Engg (Aut), Narayanapuram, Pallikaranai, CHN 600 100",Computer Science and Engg
19728,289321,172,31670,BC,3011,EC,OC,"University Clg of Engg,BIT Campus,Anna university ,Tiruchirappalli DT 620024",Electronics and Communication Engg
19729,252483,172,31671,MBC,2764,EC,MBC,"K P R Institute of Engg and Tech, Kollupalayam Village, Arasur Panchayat, Coimbatore DT 641407",Electronics and Communication Engg
19730,375022,172,31672,MBC,2739,EC,MBC,"Sri Eshwar Clg of Engg (Aut), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore DT 641202",Electronics and Communication Engg
19731,311896,172,31673,MBC,1210,CS,MBC,"Panimalar Engg Clge, Nazarethpet, Poonamallee, CHN 602103",Computer Science and Engg
19732,388404,172,31674,BC,1216,BM,BC,"Saveetha Engg Clge (Aut), Thandalam, Sriperumpudur TK, Kancheepuram DT 602105",Bio­ Medical Engg
19733,305000,172,31675,BC,5921,CS,OC,"Syed Ammal Engg Clge, Achunthanvayal Post, Ramanathapuram DT-623502",Computer Science and Engg
19734,254678,172,31676,MBC,1324,CS,MBC,"Sri Sai Ram Inst of Tech, West Tambaram, CHN 600044",Computer Science and Engg
19735,347264,172,31677,MBC,2739,AD,MBC,"Sri Eshwar Clg of Engg (Aut), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore DT 641202",Artificial Intelligence and Data Science
19736,361542,172,31678,BC,2736,CS,BC,"Dr. N G P Inst of Tech, Kalapatti Road, Coimbatore DT 641035",Computer Science and Engg
19737,362468,172,31679,MBC,2005,IB,MBC,"Government Clge of Tech (Aut), Thadagam Road, Coimbatore DT 641013",Industrial Bio­Tech
19738,218821,172,31680,SC,1114,CB,OC,"S A Engg Clge, Thiruverkadu, CHN 600077",Computer Science and Business System
19739,385094,172,31681,MBC,4023,CS,MBC,"University Clg of Engg, Nagercoil, Nagercoil Industrial Estate, Konam, Kanyakumari DT 629004",Computer Science and Engg
19740,389204,172,31684,MBC,2618,CD,OC,"Sona Clge of Tech (Aut), Suramangalam Post, Salem DT 636005",Chemical and Electro Chemical Engg (SS)
19741,206030,172,31685,MBC,2723,BM,OC,"Velalar Clg of Engg and Tech (Aut), Thindal Post, Erode DT 638009",Bio­ Medical Engg
19742,226818,172,31687,MBC,3826,EC,OC,"Kongunadu Clg of Engg and Tech, Tholurpatti, Thottiyam, Tiruchirappalli DT 621215",Electronics and Communication Engg
19743,209757,172,31689,BC,2006,PS,BC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Production Engg (Sandwich) (SS)
19744,223023,172,31691,MBC,2006,MY,MBC,"PSG Clge of Tech (Aut), Peelamedu, Coimbatore DT 641004",Metallurgical Engg. (SS)
19745,324093,172,31692,BC,5901,ME,OC,"Alagappa Chettair Government Clg of Engg and Tech (Aut), Karaikudi, Sivagangai DT 630004",Mechanical Engg
19746,252119,172,31693,BC,4960,EE,BC,"Mepco Schlenk Engg Clge (Aut), Sivakasi, Virudhunagar DT 626005",Electrical and Electronics Engg
19747,209088,172,31694,BC,2764,BM,OC,"K P R Institute of Engg and Tech, Kollupalayam Village, Arasur Panchayat, Coimbatore DT 641407",Bio­ Medical Engg
19748,343499,172,31697,SC,1113,EC,SC,"R M K Engg Clge, Kavaraipettai, Gummidipoondi, Thiruvallur DT 601206",Electronics and Communication Engg
19749,209135,172,31699,BC,4023,CS,BC,"University Clg of Engg, Nagercoil, Nagercoil Industrial Estate, Konam, Kanyakumari DT 629004",Computer Science and Engg
19750,225899,172,31702,BC,2705,CS,OC,"C S I Clg of Engg, Ketti, The Nilgiris 643215",Computer Science and Engg
19751,210462,172,31703,BC,2736,CS,BC,"Dr. N G P Inst of Tech, Kalapatti Road, Coimbatore DT 641035",Computer Science and Engg
19752,379172,172,31704,BC,2727,CS,BC,"Sri Shakthi Institute of Engg and Tech (Aut), L&T Bye-Pass, Venkitapuram Post, Coimbatore DT 641062",Computer Science and Engg
19753,207876,172,31707,MBC,5986,CS,MBC,"Velammal Clg of Engg and Tech, Madurai - Rameshwaram High Road, Viraganoor, Madurai DT 625009",Computer Science and Engg
19754,297483,172,31708,BC,2713,IT,OC,"M P Nachimuthu M Jagannathan Engg Clge, Chennimalai, Erode DT 638112",Information Tech
19755,343264,172,31710,MBC,1112,AL,MBC,"R M D Engg Clge, Kavaraipettai, Gummidipoondi, Thiruvallur DT 601206",Agricultural and Irrigation Engg (SS)
19756,219295,172,31711,BC,1118,IT,OC,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engg Clge (Aut), Avadi-Alamathi Road, CHN 600 062",Information Tech
19757,285025,172,31712,MBC,2718,MZ,MBC,"Sri Krishna Clge of Enginering and Tech (Aut), Kuniamuthur, Coimbatore DT 641008",Metallurgical Engg. (SS)
19758,269791,172,31713,BC,4974,CE,OC,"Government Clg of Engg, Tirunelveli DT 627007",Civil Engg
19759,216404,172,31714,SC,4,PR,SC,"Anna Univ - MIT Campus, Chrompet, Tambaram TK, Kancheepuram DT 600 044",Production Engg
19760,316287,172,31715,BC,4023,IT,OC,"University Clg of Engg, Nagercoil, Nagercoil Industrial Estate, Konam, Kanyakumari DT 629004",Information Tech
19761,217318,172,31720,BC,2725,EC,OC,"Sri Ramakrishna Inst of Tech (Aut), Pachapalayam, Coimbatore DT 641010",Electronics and Communication Engg
19762,243762,172,31721,BC,2653,CS,BC,"Knowledge Inst of Tech, KIOT Campus, Kakapalayam Post, Salem DT 637504",Computer Science and Engg
19763,270677,172,31722,BC,1118,AD,OC,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engg Clge (Aut), Avadi-Alamathi Road, CHN 600 062",Artificial Intelligence and Data Science
19764,205173,172,31723,MBC,1149,EC,MBC,"St. Josephs Inst of Tech, Jeppiaar Nagar, Old Mahabalipuram Road (OMR), CHN 600119",Electronics and Communication Engg
19765,350470,172,31726,BC,2723,AD,OC,"Velalar Clg of Engg and Tech (Aut), Thindal Post, Erode DT 638009",Artificial Intelligence and Data Science
19766,211813,172,31727,BC,1210,AD,BC,"Panimalar Engg Clge, Nazarethpet, Poonamallee, CHN 602103",Artificial Intelligence and Data Science
19767,215231,172,31728,BC,1120,EC,OC,"Velammal Engg Clge (Aut), Ambattur-Redhills Road, CHN 600066",Electronics and Communication Engg
19768,208667,172,31730,BC,2719,RM,BC,"Sri Ramakrishna Engg Clge (Aut), Vattamalaipalayam, Coimbatore DT 641022",Robotics and Automation
19769,230578,172,31731,SC,1211,CE,OC,"Rajalakshmi Engg Clge (Aut), Thandalam, Sriperumpudur TK, Kancheepuram DT 602105",Civil Engg
19770,402801,172,31733,BC,2731,AD,OC,"R V S Clg of Engg and Tech, Kannampalayam, Sulur, Coimbatore DT 641402",Artificial Intelligence and Data Science
19771,284073,172,31734,MBC,2764,CS,MBC,"K P R Institute of Engg and Tech, Kollupalayam Village, Arasur Panchayat, Coimbatore DT 641407",Computer Science and Engg
19772,227643,172,31735,BC,5910,EC,OC,"P S N A Colllege of Engg and Tech, Dindigul DT 624622",Electronics and Communication Engg
19773,376536,172,31736,MBC,2739,EE,MBC,"Sri Eshwar Clg of Engg (Aut), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore DT 641202",Electrical and Electronics Engg
19774,310658,172,31737,BC,5910,IT,BC,"P S N A Colllege of Engg and Tech, Dindigul DT 624622",Information Tech
19775,305669,172,31738,BC,3807,CS,OC,"J J Clg of Engg and Tech, Poolankulathupatti Post, Tiruchirappalli DT 620009",Computer Science and Engg
19776,317614,172,31741,MBC,1210,CS,MBC,"Panimalar Engg Clge, Nazarethpet, Poonamallee, CHN 602103",Computer Science and Engg
19777,232556,172,31743,SC,1450,ME,SC,"Loyola-ICAM Clg of Engg and Tech, Loyola Clge Campus, Nungambakkam, CHN 600034",Mechanical Engg
19778,255473,172,31744,BC,2719,BM,BC,"Sri Ramakrishna Engg Clge (Aut), Vattamalaipalayam, Coimbatore DT 641022",Bio­ Medical Engg
19779,319718,172,31745,BC,2618,EC,BC,"Sona Clge of Tech (Aut), Suramangalam Post, Salem DT 636005",Electronics and Communication Engg
